order_id,date,region,category,product,quantity,unit_price,discount_pct,revenue,salesperson
ORD11608,2023-05-28,North,Clothing,Jeans,4,857.01,20.0,2742.43,Stephen Bailey
ORD11609,2023-06-22,South,Clothing,Dress,11,887.82,5.0,9277.74,Robin Roberts
ORD11610,2024-03-25,East,Clothing,Jacket,9,1378.92,5.0,11789.77,Adam Nolan
ORD11611,2023-08-13,North,Electronics,Phone,13,6002.53,5.0,74131.28,Roger Cooke
ORD11612,2023-07-27,North,Sports,Dumbbells,7,1080.21,20.0,6049.2,Michael Becker
ORD11613,2023-09-16,Central,Electronics,Phone,6,7537.8,0.0,45226.78,Kelly Gilmore
ORD11614,2023-07-12,West,Furniture,Sofa,7,14890.95,20.0,83389.31,Rebecca Martinez
ORD11615,2024-02-13,North,Furniture,Shelf,1,1703.5,15.0,1447.98,Ryan Thompson Jr.
ORD11616,2023-05-08,North,Furniture,Sofa,14,14738.03,10.0,185699.24,Wesley Wolf
ORD11617,2024-01-06,Central,Sports,Dumbbells,11,862.75,5.0,9015.71,Andrew Frye
ORD11618,2023-09-02,Central,Electronics,Phone,5,7408.59,0.0,37042.94,Matthew Park
ORD11619,2024-06-17,South,Clothing,Jacket,6,1462.68,5.0,8337.29,Victoria Nichols
ORD11620,2023-02-13,East,Clothing,Jacket,1,1497.9,10.0,1348.11,Darrell Friedman
ORD11621,2023-06-02,South,Furniture,Shelf,1,1898.0,15.0,1613.3,Jennifer Haynes
ORD11622,2024-09-06,North,Sports,Cricket Bat,20,852.34,5.0,16194.44,Amy Barron
ORD11623,2023-04-16,West,Electronics,Tablet,14,5731.14,0.0,80235.97,Jeffrey Myers
ORD11624,2023-08-10,West,Sports,Cycle,20,6555.87,0.0,131117.45,Philip Terry
ORD11625,2024-03-22,North,Sports,Yoga Mat,18,382.91,20.0,5513.91,Karen Miller
ORD11626,2023-12-26,South,Sports,Dumbbells,5,914.88,5.0,4345.67,James Atkins
ORD11627,2023-12-04,South,Clothing,T-Shirt,13,466.41,20.0,4850.67,Jacob Watts
ORD11628,2024-03-22,Central,Clothing,Jacket,11,1593.64,15.0,14900.57,Cody Rivas
ORD11629,2024-10-22,South,Groceries,Pulses,5,112.86,10.0,507.86,Richard Bell
ORD11630,2024-12-01,South,Groceries,Rice,2,107.74,5.0,204.7,Mary Hancock
ORD11631,2024-03-16,East,Electronics,Phone,11,5973.74,15.0,55854.49,Alan Peck
ORD11632,2024-07-18,West,Clothing,Dress,7,787.78,10.0,4963.02,Wanda Stuart
ORD11633,2024-11-09,East,Electronics,Tablet,11,5743.88,5.0,60023.54,Krystal Andrews
ORD11634,2023-08-03,East,Sports,Cycle,11,6472.81,10.0,64080.78,Pamela Griffith
ORD11635,2023-09-27,North,Sports,Cricket Bat,4,733.59,15.0,2494.21,Linda Hawkins
ORD11636,2024-12-15,West,Electronics,Smartwatch,5,3334.86,10.0,15006.89,Julie Lowe
ORD11637,2023-09-07,South,Groceries,Rice,13,108.5,20.0,1128.45,Robert Pierce
ORD11638,2024-04-19,Central,Clothing,T-Shirt,17,514.11,5.0,8302.88,Harold Bowman
ORD11639,2024-09-06,East,Groceries,Rice,18,90.99,20.0,1310.31,James Owens
ORD11640,2023-11-18,Central,Clothing,T-Shirt,20,458.02,5.0,8702.39,Julia Pearson
ORD11641,2023-05-14,West,Sports,Football,13,468.54,20.0,4872.77,Kevin Ramirez
ORD11642,2024-03-22,East,Sports,Yoga Mat,1,348.11,20.0,278.49,Olivia Page
ORD11643,2023-10-05,West,Clothing,Dress,2,860.16,5.0,1634.31,Dale Washington
ORD11644,2023-07-08,East,Clothing,Jeans,14,966.33,5.0,12852.22,Brittany Smith
ORD11645,2023-05-22,South,Electronics,Phone,13,6208.4,20.0,64567.39,Marc Cowan
ORD11646,2024-03-17,East,Clothing,Shoes,11,1108.35,0.0,12191.81,Jeffrey Yates
ORD11647,2024-11-27,North,Groceries,Rice,8,103.76,10.0,747.1,Rebecca Stevenson
ORD11648,2023-08-09,North,Groceries,Pulses,3,132.57,10.0,357.95,Dustin Davis
ORD11649,2024-02-25,East,Sports,Yoga Mat,14,409.17,15.0,4869.15,Nicole Bradford
ORD11650,2023-02-08,West,Clothing,Dress,20,909.2,10.0,16365.57,Joseph Mueller
ORD11651,2023-01-09,Central,Sports,Dumbbells,9,1101.59,10.0,8922.92,Terry Walker
ORD11652,2024-11-23,West,Furniture,Bed Frame,12,7873.48,0.0,94481.73,Stephanie Gonzalez
ORD11653,2023-08-04,West,Clothing,Dress,19,783.12,10.0,13391.42,Christopher Livingston
ORD11654,2024-10-02,Central,Groceries,Pulses,20,119.68,15.0,2034.51,Kyle Bonilla
ORD11655,2023-11-12,Central,Electronics,Smartwatch,19,2634.54,5.0,47553.51,Susan Williams
ORD11656,2023-07-28,West,Groceries,Sugar,12,61.6,15.0,628.36,Tina Bell
ORD11657,2024-01-07,Central,Groceries,Pulses,14,125.04,0.0,1750.5,Deanna Vega
ORD11658,2024-11-26,North,Clothing,T-Shirt,4,467.9,15.0,1590.87,Victoria Madden
ORD11659,2024-06-09,West,Sports,Yoga Mat,12,455.69,5.0,5194.84,Patrick Mosley
ORD11660,2024-08-21,East,Electronics,Tablet,6,4563.16,20.0,21903.16,Ryan Green
ORD11661,2024-03-18,South,Sports,Yoga Mat,3,379.1,20.0,909.84,Ashley Davis
ORD11662,2023-02-21,South,Furniture,Sofa,13,12269.46,15.0,135577.54,John Hernandez
ORD11663,2024-05-12,South,Sports,Football,12,474.6,15.0,4840.91,Michelle Sullivan
ORD11664,2023-01-23,Central,Clothing,Jacket,7,1535.81,20.0,8600.52,Brad Robertson
ORD11665,2023-09-07,North,Furniture,Shelf,13,2070.05,0.0,26910.61,Sheila Hamilton
ORD11666,2024-11-18,East,Electronics,Smartwatch,9,2680.3,10.0,21710.39,Mathew Freeman
ORD11667,2023-07-11,South,Sports,Football,10,515.98,0.0,5159.79,Michelle Martin
ORD11668,2023-04-27,South,Sports,Cricket Bat,9,685.47,5.0,5860.75,Melissa Moore
ORD11669,2023-08-01,Central,Clothing,Jeans,5,852.87,,4051.14,Steven Smith
ORD11670,2023-07-19,West,Sports,Dumbbells,14,904.91,20.0,10135.01,Adam Murray
ORD11671,2024-12-14,East,Groceries,Sugar,12,64.37,10.0,695.2,Rachel Johnson
ORD11672,2024-06-11,South,Furniture,Table,3,4548.57,5.0,12963.43,Emily Cox
ORD11673,2023-03-11,North,Groceries,Pulses,17,126.44,20.0,1719.56,Paula Nguyen
ORD11674,2024-12-15,East,Groceries,Oil,18,163.35,5.0,2793.32,Evan Mann
ORD11675,2024-08-06,North,Groceries,Rice,16,101.7,0.0,1627.27,Maureen Bond
ORD11676,2023-09-03,East,Groceries,Sugar,12,58.59,5.0,667.88,Rebecca Gross
ORD11677,2024-10-14,South,Electronics,Tablet,1,5319.35,15.0,4521.45,Michael Turner
ORD11678,2024-11-11,South,Sports,Football,10,504.75,10.0,4542.73,Eric Brown
ORD11679,2023-07-11,North,Groceries,Pulses,18,136.14,20.0,1960.45,Gregory Thomas
ORD11680,2024-12-20,North,Groceries,Rice,19,87.7,0.0,1666.39,Carla Turner
ORD11681,2023-12-25,South,Groceries,Sugar,7,54.55,20.0,305.5,Debbie White
ORD11682,2024-11-13,Central,Clothing,T-Shirt,4,473.82,0.0,1895.28,Mary Smith
ORD11683,2024-07-04,East,Sports,Dumbbells,5,1103.08,5.0,5239.61,Sarah Ford
ORD11684,2024-12-09,West,Furniture,Table,9,3998.62,5.0,34188.19,Brenda Thompson
ORD11685,2023-06-17,East,Clothing,Jeans,11,984.53,0.0,10829.86,Carolyn Walker
ORD11686,2023-01-17,North,Electronics,Smartwatch,12,2635.06,0.0,31620.75,Donna Gonzalez
ORD11687,2024-07-19,East,Electronics,Tablet,1,5448.97,20.0,4359.17,Joseph Stout
ORD11688,2024-04-04,South,Electronics,Phone,6,7072.94,10.0,38193.87,Richard Jones
ORD11689,2023-10-17,South,Groceries,Flour,15,83.89,5.0,1195.45,Andrew West
ORD11690,2023-10-26,East,Sports,Cricket Bat,18,892.06,0.0,16057.07,Jennifer Ross
ORD11691,2023-06-16,South,Furniture,Chair,19,2512.86,0.0,47744.36,Joshua Kelly MD
ORD11692,2024-10-27,West,Groceries,Oil,15,168.16,20.0,2017.9,Samantha Owens
ORD11693,2023-11-08,West,Sports,Cricket Bat,11,738.17,5.0,7713.87,Vanessa Keller
ORD11694,2024-01-26,Central,Clothing,Shoes,2,1461.35,15.0,2484.3,Jessica Taylor
ORD11695,2024-02-17,West,Electronics,Smartwatch,17,3055.68,20.0,41557.22,Jordan Williams
ORD11696,2024-05-10,West,Groceries,Oil,5,146.67,5.0,696.69,Carol Reynolds
ORD11697,2023-07-11,Central,Sports,Dumbbells,16,856.29,0.0,13700.69,Lynn Smith
ORD11698,2024-07-25,North,Sports,Cycle,16,6884.97,10.0,99143.56,David Gallagher
ORD11699,2023-04-18,South,Groceries,Rice,10,110.65,20.0,885.16,David Church
ORD11700,2023-09-07,East,Furniture,Chair,2,2848.94,15.0,4843.19,Holly Reyes
ORD11701,2024-11-17,East,Groceries,Rice,17,99.71,5.0,1610.35,Frederick Clark
ORD11702,2024-02-03,South,Electronics,Phone,6,7822.83,10.0,42243.28,Michelle Soto
ORD11703,2023-10-23,North,Sports,Football,2,562.19,5.0,1068.15,Christina Williams
ORD11704,2024-04-12,West,Furniture,Chair,6,2864.17,5.0,16325.76,Jonathan Smith
ORD11705,2023-03-22,Central,Electronics,Phone,20,7352.87,15.0,124998.76,Joshua Duncan
ORD11706,2024-11-27,West,Furniture,Table,14,4227.28,15.0,50304.64,Regina Dawson
ORD11707,2024-04-02,West,Sports,Yoga Mat,9,410.99,15.0,3144.04,Erica Bowen
ORD11708,2023-02-03,South,Clothing,Jeans,4,896.78,15.0,3049.05,Gilbert Rodgers
ORD11709,2024-03-10,Central,Groceries,Flour,13,73.9,10.0,864.63,Jonathan Collins
ORD11710,2024-02-28,West,Furniture,Chair,7,2836.52,20.0,15884.52,Kevin Gonzalez
ORD11711,2023-09-08,North,Clothing,Jeans,16,992.65,0.0,15882.44,Cynthia Smith
ORD11712,2023-02-15,South,Sports,Football,8,489.41,10.0,3523.76,Joseph Stout
ORD11713,2023-01-19,North,Sports,Cycle,7,6403.77,0.0,44826.4,Katherine Krueger
ORD11714,2023-05-13,West,Clothing,Jacket,12,1481.93,0.0,17783.13,Meghan Townsend
ORD11715,2023-09-11,West,Clothing,Jacket,8,1356.88,5.0,10312.27,Martin Sanders
ORD11716,2023-02-06,South,Electronics,Headphones,20,2016.13,20.0,32258.01,Ashley Gomez
ORD11717,2023-01-01,Central,Groceries,Flour,3,76.87,20.0,184.48,David Steele
ORD11718,2023-06-01,West,Clothing,Jacket,5,1679.56,5.0,7977.93,Mackenzie Little
ORD11719,2024-01-25,North,Electronics,Smartwatch,19,2656.79,5.0,47955.1,Stanley Mack
ORD11720,2023-02-10,Central,Groceries,Pulses,16,134.61,15.0,1830.67,Danielle Morris
ORD11721,2023-12-21,West,Sports,Dumbbells,16,1032.75,10.0,14871.58,David Leach
ORD11722,2024-08-13,East,Sports,Football,8,445.77,5.0,3387.84,Katherine Perry
ORD11723,2023-12-02,West,Clothing,Jacket,14,1636.36,5.0,21763.6,Nicholas Jordan
ORD11724,2024-04-07,West,Sports,Cycle,5,6611.14,10.0,29750.14,Christina Lyons
ORD11725,2024-08-12,East,Sports,Dumbbells,15,1134.58,15.0,14465.85,Jonathan Zuniga
ORD11726,2023-03-19,South,Furniture,Bed Frame,8,8234.88,5.0,62585.05,Sean Reynolds
ORD11727,2024-08-13,South,Groceries,Flour,12,82.41,5.0,939.51,Karen Ward
ORD11728,2024-09-14,North,Sports,Cricket Bat,10,896.0,20.0,7168.01,Jeffery Allen
ORD11729,2023-06-06,West,Clothing,Jeans,13,1130.01,15.0,12486.56,Kara Moore
ORD11730,2023-07-25,South,Electronics,Phone,9,8014.48,20.0,57704.28,Erica Lee
ORD11731,2023-04-28,South,Sports,Cycle,14,5668.74,5.0,75394.22,Mary Weaver
ORD11732,2023-10-01,North,Sports,Yoga Mat,4,433.35,0.0,1733.4,Courtney Johnson
ORD11733,2024-02-07,East,Electronics,Tablet,12,4553.6,5.0,51911.04,Michelle Williams
ORD11734,2024-10-16,East,Electronics,Tablet,19,5605.65,15.0,90531.27,Heather Merritt
ORD11735,2023-05-06,West,Clothing,Jacket,18,1346.02,5.0,23016.9,Joseph Gentry
ORD11736,2024-10-23,East,Electronics,Smartwatch,6,3054.48,15.0,15577.84,Robert Sanders
ORD11737,2023-11-05,West,Clothing,T-Shirt,15,438.68,0.0,6580.22,Matthew Brown
ORD11738,2023-08-15,Central,Sports,Dumbbells,1,1024.83,10.0,922.34,Barbara Jensen
ORD11739,2023-08-12,East,Groceries,Oil,16,168.96,20.0,2162.73,Brandi Garcia
ORD11740,2023-02-05,North,Electronics,Tablet,5,5185.01,15.0,22036.29,Tonya Hill
ORD11741,2023-05-01,Central,Clothing,Jacket,12,1545.23,15.0,15761.4,Monique Gray
ORD11742,2024-03-17,North,Groceries,Sugar,9,53.55,10.0,433.75,Jon Campbell
ORD11743,2023-03-15,West,Sports,Yoga Mat,8,423.0,10.0,3045.61,Paula Waller
ORD11744,2024-05-05,Central,Furniture,Chair,3,2373.74,0.0,7121.22,Crystal Chan
ORD11745,2024-01-13,West,Electronics,Smartwatch,13,2728.77,15.0,30152.89,Samuel Berg
ORD11746,2024-12-28,West,Electronics,Tablet,11,4799.23,20.0,42233.23,Linda Jones
ORD11747,2024-03-10,East,Sports,Yoga Mat,9,405.27,15.0,3100.32,Amy Rice
ORD11748,2023-11-01,South,Electronics,Headphones,11,2215.78,0.0,24373.57,Brandon Schroeder
ORD11749,2023-02-26,South,Electronics,Phone,12,6085.54,20.0,58421.23,Mark Barnes
ORD11750,2023-01-03,South,Electronics,Laptop,11,11109.37,20.0,97762.44,Colleen Thornton
ORD11751,2024-11-23,South,Groceries,Sugar,4,60.99,0.0,243.97,Anthony Murray
ORD11752,2023-03-07,North,Clothing,T-Shirt,3,424.73,5.0,1210.47,Isabel Scott
ORD11753,2023-06-20,South,Electronics,Headphones,16,2189.44,15.0,29776.32,Heather Powers
ORD11754,2023-12-03,South,Sports,Yoga Mat,15,361.29,0.0,5419.29,Jamie Walker
ORD11755,2023-03-07,South,Clothing,Jacket,4,1590.23,0.0,6360.92,Francisco Moore
ORD11756,2024-03-17,East,Furniture,Table,19,3755.12,15.0,60645.26,Allison Ryan
ORD11757,2024-05-10,South,Clothing,Shoes,8,1310.91,10.0,9438.52,Charles Cowan
ORD11758,2024-02-20,West,Electronics,Laptop,12,11206.96,0.0,134483.51,Mark Farmer
ORD11759,2023-01-23,Central,Electronics,Headphones,11,2051.86,10.0,20313.38,Amanda Downs
ORD11760,2024-05-12,West,Electronics,Smartwatch,15,2871.34,15.0,36609.63,Cody Rodriguez
ORD11761,2023-06-23,East,Furniture,Bed Frame,8,9234.49,0.0,73875.94,James Johnson
ORD11762,2024-08-15,South,Sports,Dumbbells,13,988.1,15.0,10918.48,Erica Jordan
ORD11763,2023-07-28,South,Clothing,Shoes,5,1411.34,15.0,5998.18,Michelle Chavez
ORD11764,2024-01-07,North,Sports,Yoga Mat,6,357.23,5.0,2036.21,Danielle Guerrero
ORD11765,2023-08-16,West,Electronics,Headphones,9,1901.44,0.0,17112.94,Dylan Eaton
ORD11766,2024-09-24,West,Clothing,Jacket,8,1359.57,20.0,8701.24,Michael Mcconnell
ORD11767,2024-03-03,East,Sports,Dumbbells,2,955.05,0.0,1910.11,Cindy Gonzalez
ORD11768,2023-05-26,South,Sports,Cycle,8,6032.77,15.0,41022.82,Marcus Carney
ORD11769,2024-01-22,Central,Sports,Dumbbells,6,950.62,10.0,5133.36,Heather Mclean
ORD11770,2023-02-26,South,Sports,Cycle,17,5606.48,10.0,85779.15,David Kelley
ORD11771,2023-08-08,South,Furniture,Shelf,1,1967.26,15.0,1672.17,Philip Malone
ORD11772,2024-06-26,East,Furniture,Table,9,4064.98,20.0,29267.84,Steven Garcia
ORD11773,2023-06-16,Central,Clothing,Jeans,19,1031.78,5.0,18623.69,Elizabeth Walters
ORD11774,2023-06-11,North,Sports,Cricket Bat,13,858.97,20.0,8933.3,John Davidson
ORD11775,2024-08-26,East,Groceries,Sugar,3,58.11,5.0,165.6,Steven Mullins
ORD11776,2024-01-11,East,Clothing,Jacket,8,1374.58,0.0,10996.66,Pamela Stewart
ORD11777,2023-09-11,Central,Groceries,Sugar,9,67.08,15.0,513.19,Jeremy Lloyd
ORD11778,2023-11-24,North,Groceries,Oil,20,153.7,10.0,2766.55,Craig Ortiz
ORD11779,2024-09-23,North,Clothing,Dress,8,868.68,15.0,5907.04,John Calhoun
ORD11780,2023-04-03,East,Furniture,Sofa,10,11147.75,15.0,94755.86,Rose Fernandez
ORD11781,2024-08-25,East,Sports,Football,18,447.65,15.0,6849.04,Ronald Stewart
ORD11782,2024-08-10,South,Electronics,Tablet,7,5308.38,15.0,31584.88,Mary Crawford
ORD11783,2023-06-18,West,Groceries,Oil,4,128.99,10.0,464.38,Oscar Hines
ORD11784,2024-06-21,East,Furniture,Table,18,3429.7,15.0,52474.42,Mrs. Amber Davis
ORD11785,2023-06-02,Central,Sports,Football,10,472.65,20.0,3781.24,James Harper
ORD11786,2023-08-17,South,Electronics,Phone,3,6242.92,0.0,18728.77,Maria Moss
ORD11787,2024-06-25,North,Clothing,T-Shirt,11,436.3,10.0,4319.36,Kim Griffith
ORD11788,2023-09-23,South,Sports,Dumbbells,17,973.93,15.0,14073.3,Elizabeth Reid MD
ORD11789,2024-04-08,South,Groceries,Rice,6,87.57,10.0,472.89,Madison Anderson
ORD11790,2023-01-08,South,Electronics,Smartwatch,8,2979.83,0.0,23838.64,Linda Vasquez
ORD11791,2024-09-01,Central,Clothing,Jeans,11,965.29,15.0,9025.47,Heidi Brennan
ORD11792,2024-01-19,North,Furniture,Bed Frame,18,7832.63,5.0,133937.9,Christina Evans
ORD11793,2024-10-19,East,Clothing,Jeans,1,953.86,0.0,953.86,Courtney Collier
ORD11794,2023-07-10,East,Groceries,Oil,5,150.62,20.0,602.48,Katherine Rodriguez
ORD11795,2024-09-09,East,Groceries,Flour,6,86.94,20.0,417.29,Joseph Wright
ORD11796,2024-05-01,West,Clothing,Jacket,4,1566.66,15.0,5326.65,Sandra Shaw
ORD11797,2023-07-26,North,Groceries,Pulses,6,105.17,15.0,536.38,Russell Kelly MD
ORD11798,2024-10-12,West,Clothing,Jeans,7,1114.88,10.0,7023.74,Richard Villanueva
ORD11799,2024-10-01,South,Electronics,Phone,7,7022.31,10.0,44240.52,Tracy Alexander
ORD11800,2024-04-13,Central,Clothing,Jacket,13,1597.92,15.0,17657.02,Amy Rivera
ORD11801,2024-08-01,North,Clothing,Shoes,8,1134.42,0.0,9075.36,Patricia Reed
ORD11802,2024-01-24,Central,Groceries,Rice,1,93.16,15.0,79.19,Andrew White
ORD11803,2024-01-24,East,Clothing,T-Shirt,7,520.82,15.0,3098.89,Adam Curtis
ORD11804,2023-07-10,South,Electronics,Tablet,10,5404.58,0.0,54045.84,John Hanson
ORD11805,2023-04-06,North,Furniture,Bed Frame,1,10025.67,15.0,8521.82,Kimberly Ramos
ORD11806,2023-12-23,Central,Electronics,Laptop,15,11108.26,20.0,133299.17,Jose Fox
ORD11807,2024-01-07,North,Furniture,Sofa,3,13901.52,5.0,39619.34,Amanda Smith
ORD11808,2023-01-14,South,Sports,Dumbbells,16,978.77,15.0,13311.22,Glenn Lewis
ORD11809,2023-01-07,East,Electronics,Smartwatch,9,3187.85,15.0,24387.04,Jeffrey Erickson
ORD11810,2023-04-28,Central,Electronics,Tablet,15,5464.44,0.0,81966.57,Megan Reed
ORD11811,2024-12-10,East,Sports,Cycle,8,6386.96,0.0,51095.68,Jesse Reeves
ORD11812,2024-06-22,East,Electronics,Smartwatch,16,3039.12,10.0,43763.3,John Savage
ORD11813,2024-03-13,East,Groceries,Pulses,12,115.68,20.0,1110.53,Barry Allen
ORD11814,2023-05-12,West,Sports,Yoga Mat,16,420.03,15.0,5712.44,Cory Farmer
ORD11815,2023-05-15,Central,Electronics,Smartwatch,11,3381.12,15.0,31613.47,Steven Lee
ORD11816,2023-06-28,Central,Clothing,T-Shirt,20,475.29,5.0,9030.6,Casey Grant
ORD11817,2024-12-17,Central,Clothing,Jeans,3,1095.94,0.0,3287.81,Alexander Ortiz
ORD11818,2023-02-24,South,Electronics,Smartwatch,9,3389.92,5.0,28983.85,Johnny Lee
ORD11819,2024-02-17,West,Furniture,Bed Frame,12,9129.8,15.0,93123.98,Daniel Dawson
ORD11820,2024-06-05,South,Clothing,Dress,4,733.28,15.0,2493.14,Margaret Johnson
ORD11821,2024-02-08,West,Electronics,Smartwatch,5,3373.13,10.0,15179.11,Michael Solis
ORD11822,2023-09-10,North,Furniture,Table,7,3427.35,0.0,23991.45,Kayla Taylor
ORD11823,2023-11-14,East,Clothing,Jeans,3,925.1,0.0,2775.31,Erica Franklin
ORD11824,2024-12-10,West,Sports,Cricket Bat,11,772.09,5.0,8068.37,Michael Diaz
ORD11825,2023-08-11,East,Groceries,Pulses,16,136.03,15.0,1850.0,Nicholas Moreno
ORD11826,2024-12-14,Central,Electronics,Tablet,13,5378.3,0.0,69917.91,Cassandra Ortiz
ORD11827,2024-11-25,North,Groceries,Flour,1,76.16,15.0,64.73,Kevin Evans
ORD11828,2023-09-15,West,Sports,Yoga Mat,3,368.52,0.0,1105.57,Jay Fuller
ORD11829,2024-10-25,West,Furniture,Table,2,3786.5,20.0,6058.4,Ashley Kim
ORD11830,2023-07-28,North,Clothing,Dress,1,843.06,20.0,674.45,Renee Hardy
ORD11831,2023-02-13,Central,Groceries,Sugar,15,55.01,20.0,660.16,Eric Glenn
ORD11832,2023-10-10,South,Electronics,Tablet,17,4985.65,15.0,72042.66,Amber Moore
ORD11833,2024-10-27,North,Electronics,Tablet,14,4413.63,5.0,58701.27,Eric Meadows
ORD11834,2023-08-25,West,Clothing,Shoes,1,1255.08,5.0,1192.33,Lisa Robinson
ORD11835,2023-03-28,West,Electronics,Tablet,11,5547.24,20.0,48815.7,Alexandra Romero
ORD11836,2023-12-24,Central,Clothing,Shoes,4,1168.23,5.0,4439.27,April Bradley
ORD11837,2024-08-01,Central,Groceries,Rice,12,107.74,15.0,1098.97,James Lawson
ORD11838,2024-02-18,West,Furniture,Shelf,16,1719.26,15.0,23381.96,Henry Price
ORD11839,2024-02-08,South,Electronics,Laptop,12,9922.88,20.0,95259.69,Cindy Thomas
ORD11840,2023-03-15,Central,Electronics,Laptop,19,9059.47,5.0,163523.36,Jeffrey Petersen
ORD11841,2024-05-19,West,Furniture,Shelf,3,2281.38,5.0,6501.93,Heather Macias
ORD11842,2023-01-24,West,Electronics,Smartwatch,7,2681.75,5.0,17833.67,David Davis
ORD11843,2023-01-19,Central,Electronics,Tablet,4,5035.84,10.0,18129.01,Carol White
ORD11844,2024-03-07,West,Electronics,Tablet,8,5539.77,5.0,42102.25,Ryan Williams
ORD11845,2023-04-28,North,Sports,Dumbbells,6,965.39,20.0,4633.88,Michael Charles
ORD11846,2023-09-19,South,Clothing,Jeans,3,992.31,0.0,2976.94,Carlos Bailey
ORD11847,2024-11-02,West,Clothing,Shoes,8,1426.81,15.0,9702.32,Robert Mccoy
ORD11848,2023-07-13,West,Electronics,Tablet,7,5256.43,10.0,33115.52,Crystal Weaver
ORD11849,2023-12-14,South,Groceries,Oil,16,154.14,20.0,1972.94,Charles Adams
ORD11850,2024-09-20,North,Clothing,Dress,16,864.46,15.0,11756.68,Suzanne Thompson
ORD11851,2023-09-12,East,Sports,Cricket Bat,5,864.42,0.0,4322.09,Jordan Ruiz
ORD11852,2024-08-11,East,Sports,Yoga Mat,10,439.26,20.0,3514.06,Shirley Martinez
ORD11853,2024-08-20,Central,Sports,Cycle,19,6350.39,20.0,96525.94,Diana Lambert
ORD11854,2023-06-17,Central,Clothing,Shoes,16,1484.2,20.0,18997.71,Paul Lopez
ORD11855,2024-11-17,South,Electronics,Tablet,9,5561.01,20.0,40039.31,Alejandro Price
ORD11856,2023-04-27,East,Furniture,Sofa,12,14840.99,5.0,169187.25,James Rose
ORD11857,2024-05-25,Central,Groceries,Sugar,20,57.65,5.0,1095.39,Sierra Brown
ORD11858,2024-04-26,West,Clothing,Jacket,18,1522.79,5.0,26039.72,Anthony Peterson
ORD11859,2023-03-20,East,Groceries,Pulses,10,123.95,5.0,1177.5,Andrew Hunter
ORD11860,2023-06-19,West,Clothing,Shoes,13,1292.9,10.0,15126.91,Susan Neal
ORD11861,2024-03-13,Central,Groceries,Flour,20,68.86,0.0,1377.15,Susan Larson
ORD11862,2023-02-18,Central,Sports,Cricket Bat,9,901.55,15.0,6896.82,Luis Hines
ORD11863,2024-10-21,West,Furniture,Shelf,7,1858.49,15.0,11058.02,Teresa Sweeney
ORD11864,2024-08-06,North,Groceries,Rice,13,93.45,5.0,1154.11,Martha Franco
ORD11865,2023-01-09,South,Furniture,Chair,9,2204.71,20.0,15873.94,Brian Martinez
ORD11866,2023-04-11,Central,Electronics,Headphones,19,1735.06,0.0,32966.14,Jeffrey Garrison
ORD11867,2023-07-19,East,Furniture,Sofa,8,11908.79,20.0,76216.26,Jennifer Manning
ORD11868,2023-04-25,South,Groceries,Flour,1,80.27,10.0,72.25,Taylor Le
ORD11869,2023-04-09,West,Clothing,Shoes,6,1139.68,20.0,5470.47,Billy Meza
ORD11870,2024-04-06,South,Electronics,Laptop,8,9225.15,20.0,59040.97,Brent Holloway
ORD11871,2023-02-19,Central,Clothing,Jacket,8,1575.97,15.0,10716.61,Morgan Gibson
ORD11872,2023-04-23,West,Sports,Dumbbells,4,1103.08,15.0,3750.47,Elizabeth Nelson
ORD11873,2024-12-18,East,Sports,Football,20,536.53,0.0,10730.58,Alexander Cox
ORD11874,2024-07-20,West,Clothing,Shoes,11,1112.22,20.0,9787.56,Ryan Pierce
ORD11875,2024-04-27,West,Sports,Cycle,5,6365.16,20.0,25460.64,Mrs. Julie Hall
ORD11876,2023-04-08,East,Clothing,Shoes,11,1241.82,10.0,12293.99,Lisa Scott
ORD11877,2024-10-08,North,Clothing,Shoes,1,1371.68,20.0,1097.34,Nathan Padilla
ORD11878,2024-07-14,West,Sports,Cricket Bat,12,770.47,15.0,7858.78,Tristan Wright
ORD11879,2024-07-09,West,Sports,Cricket Bat,12,733.94,10.0,7926.5,Cindy Malone
ORD11880,2023-04-02,South,Clothing,Jeans,2,1142.6,,2056.69,Jessica Adams
ORD11881,2023-02-15,South,Electronics,Phone,9,6115.56,10.0,49536.06,Miss Crystal Sexton
ORD11882,2024-07-06,Central,Furniture,Table,6,3673.99,10.0,19839.53,Linda Phillips
ORD11883,2023-02-10,Central,Electronics,Phone,19,7323.66,5.0,132192.06,Steven Brown
ORD11884,2023-03-20,North,Sports,Dumbbells,1,1091.23,5.0,1036.66,Terry Davis
ORD11885,2023-05-18,East,Electronics,Laptop,18,8871.52,15.0,135734.33,Kimberly Mayer
ORD11886,2023-09-28,South,Clothing,Jeans,8,1084.99,10.0,7811.9,Joe Garrett
ORD11887,2023-01-16,South,Furniture,Shelf,13,1780.08,0.0,23141.03,Kimberly Cabrera
ORD11888,2024-10-08,West,Clothing,Jeans,19,1083.86,15.0,17504.38,Jay Gibson
ORD11889,2023-12-03,West,Clothing,T-Shirt,6,519.98,0.0,3119.87,Mr. James Wells
ORD11890,2024-05-18,Central,Clothing,T-Shirt,17,543.74,15.0,7856.99,Steven Johnson
ORD11891,2024-08-25,East,Sports,Cycle,20,6138.43,15.0,104353.24,Lance Jackson
ORD11892,2024-03-03,Central,Groceries,Sugar,5,64.4,5.0,305.88,Nicole Andrews
